Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600
D8	plant_miRNA	mix17AA	aof159	4	2	20	2.0524
D9	scrambled_miRNA	mix17AA	ath158b	4	2	20	2.0647
D10	plant_miRNA	mix17AA	ath158a3p	5	2	20	2.0838
D11	N.A.	mix17AA	N.A.	5	N.A.	20	0.087
E2	plant_miRNA	mix17AA	ath158a3p	1	2	20	2.0882
E3	scrambled_miRNA	mix17AA	ath158b	1	2	20	2.0816
E4	plant_miRNA	mix17AA	ath5642b	2	2	20	2.0311
E5	scrambled_miRNA	mix17AA	ath827	2	2	20	2.0299
E6	N.A.	mix17AA	N.A.	3	N.A.	20	0.0873
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	20	2.0306
E8	scrambled_miRNA	mix17AA	aof159	4	2	20	2.0685
E9	plant_miRNA	mix17AA	ath158b	4	2	20	2.095
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	20	2.0739
E11	N.A.	mix17AA	N.A.	5	N.A.	20	0.0882
F2	scrambled_miRNA	mix17AA	ath827	1	2	20	2.0788
F3	N.A.	mix17AA	N.A.	1	N.A.	20	0.1103
F4	plant_miRNA	mix17AA	aof159	2	2	20	2.0356
F5	scrambled_miRNA	mix17AA	ath158b	2	2	20	2.005
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	20	2.0201
F7	plant_miRNA	mix17AA	ath158b	3	2	20	2.0398
F8	N.A.	mix17AA	N.A.	4	N.A.	20	0.1081
F9	plant_miRNA	mix17AA	ath5642b	4	2	20	2.0368
F10	scrambled_miRNA	mix17AA	aof159	5	2	20	2.0406
F11	plant_miRNA	mix17AA	ath827	5	2	20	2.0863
G2	plant_miRNA	mix17AA	ath827	1	2	20	2.1046
G3	N.A.	mix17AA	N.A.	1	N.A.	20	0.1409
G4	scrambled_miRNA	mix17AA	aof159	2	2	20	2.0248
G5	plant_miRNA	mix17AA	ath158b	2	2	20	2.055
G6	plant_miRNA	mix17AA	ath158a3p	3	2	20	2.0322
G7	scrambled_miRNA	mix17AA	ath158b	3	2	20	2.0298
G8	N.A.	mix17AA	N.A.	4	N.A.	20	0.086
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	20	2.0341
G10	plant_miRNA	mix17AA	aof159	5	2	20	2.0703
G11	scrambled_miRNA	mix17AA	ath827	5	2	20	2.1007
