Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	43	1.9247	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	43	2.0026	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	43	2.0845	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	43	0.0845	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	43	0.088	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	43	1.7241	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	43	2.5843	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	43	1.8725	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	43	1.5107	
D6	plant_miRNA	L-Arginine	mix_5	3	10	43	1.8269	
D7	plant_miRNA	L-Histidine	mix_5	3	10	43	1.885	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	43	1.9875	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	43	1.9072	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	43	1.7809	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	43	1.6464	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	43	0.0876	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	43	0.0939	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	43	1.5014	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	43	2.1254	
E4	plant_miRNA	L-Alanine	mix_5	2	10	43	1.8215	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	43	1.5785	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	43	1.9304	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	43	2.0309	
E8	plant_miRNA	L-Histidine	mix_5	4	10	43	2.0516	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	43	1.9088	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	43	1.7867	
E11	plant_miRNA	L-Alanine	mix_5	5	10	43	1.6409	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	43	0.0846	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	43	0.0976	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	43	2.3788	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	43	2.0654	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	43	2.027	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	43	2.1779	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	43	1.607	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	43	1.7492	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	43	1.6978	
F9	plant_miRNA	L-Arginine	mix_5	4	10	43	2.0627	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	43	2.0417	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	43	1.5429	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	43	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	43	0.0931	
G2	plant_miRNA	L-Arginine	mix_5	1	10	43	2.3626	
G3	plant_miRNA	L-Histidine	mix_5	1	10	43	2.0928	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	43	2.0738	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	43	2.0071	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	43	1.6106	
G7	plant_miRNA	L-Alanine	mix_5	3	10	43	1.753	
G8	plant_miRNA	L-Alanine	mix_5	4	10	43	1.5892	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	43	1.9816	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	43	1.8608	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	43	1.4171	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	43	0.0876	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	43	0.082	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	43	0.0943	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	43	0.0956	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	43	0.0846	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	43	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	43	0.0849	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	44	0.0931	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	44	0.0925	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	44	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	44	0.0922	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	44	0.0888	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	44	0.1081	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	44	0.0907	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	44	1.9583	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	44	2.1109	
B4	plant_miRNA	L-Histidine	mix_5	2	10	44	1.7941	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	44	2.1784	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	44	1.9604	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	44	2.1897	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	44	1.2475	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	44	1.9682	
B10	plant_miRNA	L-Arginine	mix_5	5	10	44	1.979	
B11	plant_miRNA	L-Histidine	mix_5	5	10	44	2.0109	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	44	0.2151	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	44	0.0967	
C2	plant_miRNA	L-Alanine	mix_5	1	10	44	2.2217	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	44	2.3638	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	44	1.8551	
C5	plant_miRNA	L-Arginine	mix_5	2	10	44	1.8993	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	44	1.9832	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	44	1.8502	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	44	1.5589	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	44	1.9315	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	44	1.9931	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	44	2.0834	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	44	0.0845	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	44	0.0878	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	44	1.7365	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	44	2.5382	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	44	1.8619	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	44	1.4853	
D6	plant_miRNA	L-Arginine	mix_5	3	10	44	1.8359	
D7	plant_miRNA	L-Histidine	mix_5	3	10	44	1.877	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	44	1.9866	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	44	1.981	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	44	1.7913	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	44	1.634	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	44	0.0873	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	44	0.0895	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	44	1.5024	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	44	2.1253	
E4	plant_miRNA	L-Alanine	mix_5	2	10	44	1.8242	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	44	1.6533	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	44	1.9474	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	44	2.0244	
E8	plant_miRNA	L-Histidine	mix_5	4	10	44	2.0243	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	44	1.8967	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	44	1.809	
E11	plant_miRNA	L-Alanine	mix_5	5	10	44	1.745	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	44	0.0871	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	44	0.0999	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	44	2.3995	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	44	2.0682	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	44	2.0174	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	44	2.1687	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	44	1.6121	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	44	1.7727	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	44	1.6559	
F9	plant_miRNA	L-Arginine	mix_5	4	10	44	2.0462	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	44	1.92	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	44	1.5531	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	44	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	44	0.0913	
G2	plant_miRNA	L-Arginine	mix_5	1	10	44	2.3714	
G3	plant_miRNA	L-Histidine	mix_5	1	10	44	2.0845	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	44	2.1424	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	44	2.0401	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	44	1.625	
G7	plant_miRNA	L-Alanine	mix_5	3	10	44	1.737	
G8	plant_miRNA	L-Alanine	mix_5	4	10	44	1.6597	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	44	1.978	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	44	1.8604	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	44	1.4272	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	44	0.1144	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	44	0.0821	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	44	0.0916	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	44	0.0907	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	44	0.0852	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	44	0.0998	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	44	0.0864	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	45	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	45	0.0926	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	45	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	45	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	45	0.0888	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	45	0.1053	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	45	0.0902	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	45	1.9522	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	45	2.0936	
B4	plant_miRNA	L-Histidine	mix_5	2	10	45	1.814	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	45	2.1807	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	45	1.9259	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	45	2.1809	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	45	1.2822	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	45	1.9692	
B10	plant_miRNA	L-Arginine	mix_5	5	10	45	1.9901	
B11	plant_miRNA	L-Histidine	mix_5	5	10	45	2.0025	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	45	0.2137	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	45	0.0942	
C2	plant_miRNA	L-Alanine	mix_5	1	10	45	2.2141	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	45	2.397	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	45	1.8867	
C5	plant_miRNA	L-Arginine	mix_5	2	10	45	1.8804	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	45	1.9627	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	45	1.8517	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	45	1.5587	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	45	1.9099	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	45	2.0134	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	45	2.0835	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	45	0.0869	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	45	0.0882	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	45	1.7481	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	45	2.5941	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	45	1.8974	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	45	1.4599	
D6	plant_miRNA	L-Arginine	mix_5	3	10	45	1.8325	
D7	plant_miRNA	L-Histidine	mix_5	3	10	45	1.8572	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	45	1.9805	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	45	1.9654	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	45	1.7559	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	45	1.6329	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	45	0.0876	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	45	0.0858	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	45	1.5052	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	45	2.112	
E4	plant_miRNA	L-Alanine	mix_5	2	10	45	1.8345	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	45	1.6322	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	45	1.9308	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	45	2.0179	
E8	plant_miRNA	L-Histidine	mix_5	4	10	45	2.018	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	45	1.8846	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	45	1.7689	
E11	plant_miRNA	L-Alanine	mix_5	5	10	45	1.6333	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	45	0.0854	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	45	0.0964	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	45	2.3887	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	45	2.0592	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	45	2.0096	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	45	2.1641	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	45	1.614	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	45	1.6884	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	45	1.6349	
F9	plant_miRNA	L-Arginine	mix_5	4	10	45	2.0541	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	45	1.8818	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	45	1.559	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	45	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	45	0.0923	
G2	plant_miRNA	L-Arginine	mix_5	1	10	45	2.3626	
G3	plant_miRNA	L-Histidine	mix_5	1	10	45	2.0869	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	45	2.0533	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	45	2.0315	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	45	1.631	
G7	plant_miRNA	L-Alanine	mix_5	3	10	45	1.7229	
G8	plant_miRNA	L-Alanine	mix_5	4	10	45	1.5881	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	45	1.9815	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	45	1.8363	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	45	1.4364	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	45	0.0867	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	45	0.0824	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	45	0.0893	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	45	0.1254	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	45	0.1026	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	45	0.0998	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	45	0.089	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	46	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	46	0.0927	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	46	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	46	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	46	0.0888	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	46	0.1029	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	46	0.0909	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	46	1.9486	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	46	2.0775	
B4	plant_miRNA	L-Histidine	mix_5	2	10	46	1.7554	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	46	2.173	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	46	1.9657	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	46	2.1712	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	46	1.2463	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	46	1.9791	
B10	plant_miRNA	L-Arginine	mix_5	5	10	46	1.9919	
B11	plant_miRNA	L-Histidine	mix_5	5	10	46	1.9899	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	46	0.2146	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	46	0.0942	
C2	plant_miRNA	L-Alanine	mix_5	1	10	46	2.2103	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	46	2.297	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	46	1.8762	
C5	plant_miRNA	L-Arginine	mix_5	2	10	46	1.8948	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	46	1.9408	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	46	1.812	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	46	1.5573	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	46	1.9076	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	46	2.0089	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	46	2.0806	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	46	0.0848	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	46	0.0881	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	46	1.7609	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	46	2.5581	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	46	1.8602	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	46	1.4386	
D6	plant_miRNA	L-Arginine	mix_5	3	10	46	1.8301	
D7	plant_miRNA	L-Histidine	mix_5	3	10	46	1.8397	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	46	1.9757	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	46	1.8203	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	46	1.7499	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	46	1.628	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	46	0.0873	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	46	0.0917	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	46	1.5049	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	46	2.105	
E4	plant_miRNA	L-Alanine	mix_5	2	10	46	1.7981	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	46	1.5908	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	46	1.946	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	46	2.0116	
E8	plant_miRNA	L-Histidine	mix_5	4	10	46	2.0034	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	46	1.8794	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	46	1.7692	
E11	plant_miRNA	L-Alanine	mix_5	5	10	46	1.6649	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	46	0.0838	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	46	0.0965	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	46	2.3888	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	46	2.058	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	46	2.0004	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	46	2.1561	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	46	1.6203	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	46	1.73	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	46	1.6359	
F9	plant_miRNA	L-Arginine	mix_5	4	10	46	2.0201	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	46	2.0037	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	46	1.5605	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	46	0.0861	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	46	0.0928	
G2	plant_miRNA	L-Arginine	mix_5	1	10	46	2.3554	
G3	plant_miRNA	L-Histidine	mix_5	1	10	46	2.0645	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	46	2.0475	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	46	2.0351	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	46	1.6392	
G7	plant_miRNA	L-Alanine	mix_5	3	10	46	1.7204	
G8	plant_miRNA	L-Alanine	mix_5	4	10	46	1.5639	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	46	1.9841	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	46	1.7959	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	46	1.4391	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	46	0.1106	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	46	0.0829	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	46	0.0818	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	46	0.0867	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	46	0.0852	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	46	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	46	0.0869	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	47	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	47	0.0927	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	47	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	47	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	47	0.0889	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	47	0.1044	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	47	0.0902	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	47	1.9334	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	47	2.0781	
B4	plant_miRNA	L-Histidine	mix_5	2	10	47	1.7639	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	47	2.194	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	47	1.9457	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	47	2.1699	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	47	1.2729	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	47	1.9619	
B10	plant_miRNA	L-Arginine	mix_5	5	10	47	1.9948	
B11	plant_miRNA	L-Histidine	mix_5	5	10	47	1.9795	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	47	0.2158	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	47	0.0933	
C2	plant_miRNA	L-Alanine	mix_5	1	10	47	2.1704	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	47	2.356	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	47	1.8373	
C5	plant_miRNA	L-Arginine	mix_5	2	10	47	1.9187	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	47	1.9341	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	47	1.8267	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	47	1.5629	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	47	1.9292	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	47	2.0005	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	47	2.0819	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	47	0.0853	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	47	0.088	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	47	1.771	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	47	2.5912	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	47	1.9254	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	47	1.4345	
D6	plant_miRNA	L-Arginine	mix_5	3	10	47	1.8272	
D7	plant_miRNA	L-Histidine	mix_5	3	10	47	1.8222	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	47	1.9802	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	47	1.952	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	47	1.7408	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	47	1.6109	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	47	0.0874	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	47	0.0934	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	47	1.512	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	47	2.0971	
E4	plant_miRNA	L-Alanine	mix_5	2	10	47	1.7879	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	47	1.6322	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	47	1.9369	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	47	2.0029	
E8	plant_miRNA	L-Histidine	mix_5	4	10	47	1.9965	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	47	1.8685	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	47	1.7468	
E11	plant_miRNA	L-Alanine	mix_5	5	10	47	1.6203	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	47	0.0863	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	47	0.0976	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	47	2.3811	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	47	2.0586	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	47	2.0366	
