Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	38	0.0926	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	38	0.1129	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	38	0.0848	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	38	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	38	0.0913	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	39	0.0931	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	39	0.0926	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	39	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	39	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	39	0.0887	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	39	0.0864	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	39	0.0902	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	39	1.9712	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	39	2.114	
B4	plant_miRNA	L-Histidine	mix_5	2	10	39	1.9273	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	39	2.1428	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	39	1.9836	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	39	2.2243	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	39	1.4157	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	39	1.9479	
B10	plant_miRNA	L-Arginine	mix_5	5	10	39	1.9834	
B11	plant_miRNA	L-Histidine	mix_5	5	10	39	2.058	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	39	0.2155	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	39	0.0942	
C2	plant_miRNA	L-Alanine	mix_5	1	10	39	2.2899	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	39	2.3944	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	39	1.9172	
C5	plant_miRNA	L-Arginine	mix_5	2	10	39	1.8672	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	39	2.0507	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	39	1.8679	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	39	1.5232	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	39	1.9748	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	39	1.9922	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	39	2.1095	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	39	0.0843	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	39	0.0877	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	39	1.6853	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	39	2.5803	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	39	1.8998	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	39	1.625	
D6	plant_miRNA	L-Arginine	mix_5	3	10	39	1.8584	
D7	plant_miRNA	L-Histidine	mix_5	3	10	39	1.9457	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	39	2.0746	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	39	1.9841	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	39	1.8175	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	39	1.647	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	39	0.0876	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	39	0.088	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	39	1.5019	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	39	2.1472	
E4	plant_miRNA	L-Alanine	mix_5	2	10	39	1.847	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	39	1.5553	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	39	1.9445	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	39	2.0482	
E8	plant_miRNA	L-Histidine	mix_5	4	10	39	2.0594	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	39	1.9441	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	39	1.8199	
E11	plant_miRNA	L-Alanine	mix_5	5	10	39	1.77	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	39	0.0882	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	39	0.0951	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	39	2.3668	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	39	2.0802	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	39	2.1153	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	39	2.2002	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	39	1.5891	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	39	1.7638	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	39	1.6557	
F9	plant_miRNA	L-Arginine	mix_5	4	10	39	2.0599	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	39	2.1271	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	39	1.4485	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	39	0.0862	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	39	0.0973	
G2	plant_miRNA	L-Arginine	mix_5	1	10	39	2.3777	
G3	plant_miRNA	L-Histidine	mix_5	1	10	39	2.1244	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	39	2.1404	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	39	2.0699	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	39	1.5084	
G7	plant_miRNA	L-Alanine	mix_5	3	10	39	1.784	
G8	plant_miRNA	L-Alanine	mix_5	4	10	39	1.6745	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	39	1.9767	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	39	1.9359	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	39	1.3453	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	39	0.1087	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	39	0.0827	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	39	0.0822	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	39	0.0876	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	39	0.0837	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	39	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	39	0.0862	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	40	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	40	0.0925	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	40	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	40	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	40	0.0888	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	40	0.1038	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	40	0.09	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	40	1.9829	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	40	2.1217	
B4	plant_miRNA	L-Histidine	mix_5	2	10	40	1.8865	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	40	2.1486	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	40	2.0009	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	40	2.2109	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	40	1.3151	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	40	1.9799	
B10	plant_miRNA	L-Arginine	mix_5	5	10	40	1.9875	
B11	plant_miRNA	L-Histidine	mix_5	5	10	40	2.0542	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	40	0.2143	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	40	0.0959	
C2	plant_miRNA	L-Alanine	mix_5	1	10	40	2.2941	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	40	2.3867	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	40	1.9164	
C5	plant_miRNA	L-Arginine	mix_5	2	10	40	1.8678	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	40	2.0187	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	40	1.8513	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	40	1.5277	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	40	1.9572	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	40	1.9788	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	40	2.1047	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	40	0.0858	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	40	0.0878	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	40	1.6955	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	40	2.5721	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	40	1.8774	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	40	1.5736	
D6	plant_miRNA	L-Arginine	mix_5	3	10	40	1.8304	
D7	plant_miRNA	L-Histidine	mix_5	3	10	40	1.9312	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	40	2.0264	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	40	1.9029	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	40	1.8098	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	40	1.6562	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	40	0.0876	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	40	0.0902	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	40	1.5018	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	40	2.1531	
E4	plant_miRNA	L-Alanine	mix_5	2	10	40	1.8423	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	40	1.5537	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	40	1.9356	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	40	2.0399	
E8	plant_miRNA	L-Histidine	mix_5	4	10	40	2.054	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	40	1.9371	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	40	1.8133	
E11	plant_miRNA	L-Alanine	mix_5	5	10	40	1.6784	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	40	0.0832	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	40	0.0993	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	40	2.368	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	40	2.075	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	40	2.0671	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	40	2.1965	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	40	1.5966	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	40	1.7577	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	40	1.6727	
F9	plant_miRNA	L-Arginine	mix_5	4	10	40	2.0658	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	40	2.1244	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	40	1.478	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	40	0.0863	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	40	0.0917	
G2	plant_miRNA	L-Arginine	mix_5	1	10	40	2.3777	
G3	plant_miRNA	L-Histidine	mix_5	1	10	40	2.1143	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	40	2.1285	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	40	2.0668	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	40	1.5398	
G7	plant_miRNA	L-Alanine	mix_5	3	10	40	1.768	
G8	plant_miRNA	L-Alanine	mix_5	4	10	40	1.5883	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	40	1.978	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	40	1.8505	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	40	1.3711	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	40	0.0925	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	40	0.0825	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	40	0.0823	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	40	0.0873	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	40	0.0847	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	40	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	40	0.0854	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	41	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	41	0.0925	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	41	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	41	0.0922	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	41	0.0887	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	41	0.0947	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	41	0.0901	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	41	1.9651	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	41	2.1329	
B4	plant_miRNA	L-Histidine	mix_5	2	10	41	1.8614	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	41	2.1663	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	41	1.9993	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	41	2.2071	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	41	1.36	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	41	1.9704	
B10	plant_miRNA	L-Arginine	mix_5	5	10	41	1.989	
B11	plant_miRNA	L-Histidine	mix_5	5	10	41	2.0417	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	41	0.2163	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	41	0.0931	
C2	plant_miRNA	L-Alanine	mix_5	1	10	41	2.3019	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	41	2.3613	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	41	1.8747	
C5	plant_miRNA	L-Arginine	mix_5	2	10	41	1.8733	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	41	2.0189	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	41	1.8256	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	41	1.547	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	41	1.9605	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	41	1.998	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	41	2.0935	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	41	0.0862	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	41	0.0879	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	41	1.7057	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	41	2.6052	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	41	1.8423	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	41	1.5575	
D6	plant_miRNA	L-Arginine	mix_5	3	10	41	1.8531	
D7	plant_miRNA	L-Histidine	mix_5	3	10	41	1.9283	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	41	2.0625	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	41	1.9321	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	41	1.8073	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	41	1.6387	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	41	0.0877	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	41	0.0927	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	41	1.5014	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	41	2.0815	
E4	plant_miRNA	L-Alanine	mix_5	2	10	41	1.8507	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	41	1.6039	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	41	1.947	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	41	2.048	
E8	plant_miRNA	L-Histidine	mix_5	4	10	41	2.0559	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	41	1.9272	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	41	1.7736	
E11	plant_miRNA	L-Alanine	mix_5	5	10	41	1.7658	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	41	0.0832	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	41	0.0925	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	41	2.4023	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	41	2.0764	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	41	2.0546	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	41	2.1913	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	41	1.6074	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	41	1.7538	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	41	1.7427	
F9	plant_miRNA	L-Arginine	mix_5	4	10	41	2.0685	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	41	2.1223	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	41	1.5022	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	41	0.0863	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	41	0.0917	
G2	plant_miRNA	L-Arginine	mix_5	1	10	41	2.3585	
G3	plant_miRNA	L-Histidine	mix_5	1	10	41	2.124	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	41	2.117	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	41	1.9791	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	41	1.5681	
G7	plant_miRNA	L-Alanine	mix_5	3	10	41	1.7444	
G8	plant_miRNA	L-Alanine	mix_5	4	10	41	1.6093	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	41	1.9795	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	41	1.875	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	41	1.3905	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	41	0.0985	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	41	0.0826	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	41	0.0832	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	41	0.0887	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	41	0.0857	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	41	0.1	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	41	0.0869	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	42	0.0934	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	42	0.0928	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	42	0.0931	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	42	0.0924	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	42	0.0888	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	42	0.0902	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	42	0.0908	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	42	1.9903	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	42	2.1082	
B4	plant_miRNA	L-Histidine	mix_5	2	10	42	1.8568	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	42	2.1723	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	42	1.9385	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	42	2.1992	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	42	1.2688	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	42	1.932	
B10	plant_miRNA	L-Arginine	mix_5	5	10	42	1.9887	
B11	plant_miRNA	L-Histidine	mix_5	5	10	42	2.047	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	42	0.2156	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	42	0.0935	
C2	plant_miRNA	L-Alanine	mix_5	1	10	42	2.2825	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	42	2.3162	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	42	1.886	
C5	plant_miRNA	L-Arginine	mix_5	2	10	42	1.8794	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	42	1.9873	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	42	1.8694	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	42	1.5468	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	42	1.9665	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	42	2.0031	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	42	2.0906	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	42	0.0846	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	42	0.0879	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	42	1.7161	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	42	2.6012	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	42	1.8928	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	42	1.5228	
D6	plant_miRNA	L-Arginine	mix_5	3	10	42	1.8297	
D7	plant_miRNA	L-Histidine	mix_5	3	10	42	1.9057	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	42	2.0016	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	42	1.9605	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	42	1.7992	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	42	1.6459	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	42	0.0879	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	42	0.0896	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	42	1.5083	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	42	2.132	
E4	plant_miRNA	L-Alanine	mix_5	2	10	42	1.834	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	42	1.5785	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	42	1.9565	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	42	2.0328	
E8	plant_miRNA	L-Histidine	mix_5	4	10	42	2.064	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	42	1.9187	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	42	1.796	
E11	plant_miRNA	L-Alanine	mix_5	5	10	42	1.7351	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	42	0.084	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	42	0.0906	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	42	2.3915	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	42	2.0691	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	42	2.0373	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	42	2.1819	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	42	1.6076	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	42	1.7608	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	42	1.7289	
F9	plant_miRNA	L-Arginine	mix_5	4	10	42	2.0537	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	42	2.1239	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	42	1.5262	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	42	0.0862	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	42	0.0912	
G2	plant_miRNA	L-Arginine	mix_5	1	10	42	2.3662	
G3	plant_miRNA	L-Histidine	mix_5	1	10	42	2.1	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	42	2.1018	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	42	2.0066	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	42	1.5921	
G7	plant_miRNA	L-Alanine	mix_5	3	10	42	1.7484	
G8	plant_miRNA	L-Alanine	mix_5	4	10	42	1.5875	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	42	1.9786	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	42	1.8598	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	42	1.4051	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	42	0.109	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	42	0.0822	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	42	0.0951	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	42	0.0979	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	42	0.0888	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	42	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	42	0.0849	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	43	0.0931	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	43	0.0925	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	43	0.0928	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	43	0.0921	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	43	0.0887	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	43	0.1022	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	43	0.0906	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	43	1.9569	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	43	2.0948	
B4	plant_miRNA	L-Histidine	mix_5	2	10	43	1.8145	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	43	2.1662	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	43	1.9603	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	43	2.1991	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	43	1.2253	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	43	1.9516	
B10	plant_miRNA	L-Arginine	mix_5	5	10	43	1.9825	
B11	plant_miRNA	L-Histidine	mix_5	5	10	43	2.0206	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	43	0.2138	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	43	0.0921	
C2	plant_miRNA	L-Alanine	mix_5	1	10	43	2.2861	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	43	2.3703	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	43	1.8596	
C5	plant_miRNA	L-Arginine	mix_5	2	10	43	1.9097	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	43	2.0028	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	43	1.8653	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	43	1.5387	
